Customer ID,Created Date,Completion Date,Invoice Business Unit,Job Type,Job Status,Campaign Category,Campaign,Location Zip,Total,Opportunity,C Year,C Qtr,C Mo,B Year,B Qtr,B Mo,B Wk
31712111,1/2/2023,1/2/2023,Drains,Mainline Stop,Canceled,Branded Phone Number,A1-800-BILL HOWE,91942,$0.00,TRUE,2023,1,January,2023,1,January,2
31691879,1/2/2023,1/9/2023,HVAC Service,Preventative Maintenance,Canceled,Branded Phone Number,Local 619,92106,$0.00,TRUE,2023,1,January,2023,1,January,2
31710208,1/2/2023,1/3/2023,Restoration RECON,Recon Work per Scope,Canceled,Branded Phone Number,Local 619,92116,$0.00,FALSE,2023,1,January,2023,1,January,2
64892813,1/2/2023,1/2/2023,HVAC Install,Wall Heater Install-Hvac,Canceled,Branded Phone Number,Local 619,92117,$0.00,TRUE,2023,1,January,2023,1,January,2
31732308,1/2/2023,1/3/2023,Drains,Lavatory Stop,Canceled,Chat/ Online Booking - Schedule Engine,Schedule Engine Voice,92108,$0.00,TRUE,2023,1,January,2023,1,January,2
331535909,1/2/2023,1/3/2023,Plumbing,Pipe Leak,Canceled,Chat/ Online Booking - Schedule Engine,Schedule Engine,91910,$0.00,TRUE,2023,1,January,2023,1,January,2
257411488,1/2/2023,1/2/2023,Plumbing,Plumbing Service,Canceled,Chat/ Online Booking - Schedule Engine,Schedule Engine,91913,$0.00,TRUE,2023,1,January,2023,1,January,2
331573669,1/2/2023,1/3/2023,Drains,Sewer Camera,Canceled,Chat/ Online Booking - Schedule Engine,Schedule Engine Voice,92019,$0.00,TRUE,2023,1,January,2023,1,January,2
31607574,1/2/2023,1/2/2023,HVAC Service,Heater Repair,Canceled,Google Business Profiles,GMB_SanDiego,92124,$0.00,TRUE,2023,1,January,2023,1,January,2
65962727,1/2/2023,1/2/2023,Drains,Mainline Stop,Canceled,Google Business Profiles,GMB_SanDiego,92115,$0.00,TRUE,2023,1,January,2023,1,January,2
320486412,1/2/2023,1/2/2023,Drains,Mainline Stop,Canceled,Google Business Profiles,GMB_SanDiego,92128,$0.00,TRUE,2023,1,January,2023,1,January,2
56831823,1/2/2023,1/4/2023,Plumbing,Water Heater Install - Commercial,Canceled,Google Business Profiles,GMB_SanDiego,92104,$0.00,TRUE,2023,1,January,2023,1,January,2
331521063,1/2/2023,1/3/2023,HVAC Service,Heater Repair,Canceled,Google LSA,Google Local Services,92131,$0.00,TRUE,2023,1,January,2023,1,January,2
58671473,1/2/2023,1/5/2023,HVAC Service,Diagnosis,Canceled,PPC,Google | Search | Brand,92107,$0.00,TRUE,2023,1,January,2023,1,January,2
248653909,1/2/2023,1/3/2023,Plumbing,Plumbing Service,Canceled,PPC,Google | Search | Competitor,92129,$0.00,TRUE,2023,1,January,2023,1,January,2
331526697,1/2/2023,1/3/2023,HVAC Service,Heater Repair,Canceled,Website,Website Phone Calls,92037,$0.00,TRUE,2023,1,January,2023,1,January,2
279335186,1/2/2023,1/2/2023,Drains,Kitchen Stop,Canceled,Website,Website Phone Calls,92104,$0.00,TRUE,2023,1,January,2023,1,January,2
331566121,1/2/2023,1/3/2023,Plumbing,Pipe Leak,Canceled,Website,Website Phone Calls,92106,$0.00,TRUE,2023,1,January,2023,1,January,2
331560238,1/2/2023,1/3/2023,Drains,Upper/Lower Leak,Canceled,Yelp,Yelp,92131,$0.00,TRUE,2023,1,January,2023,1,January,2
266591943,1/2/2023,1/3/2023,Restoration RECON,Recon Work per Scope,Completed,Account,Account Customer,91942,$0.00,FALSE,2023,1,January,2023,1,January,2
248956276,1/2/2023,1/4/2023,Re-Pipe,Slab Leak,Completed,Account,Account Customer,92120,$260.00,TRUE,2023,1,January,2023,1,January,2
31644105,1/2/2023,1/3/2023,Plumbing,Water Heater Install - Residential,Completed,Account,Account Customer,92109,$0.00,TRUE,2023,1,January,2023,1,January,2
223879,1/2/2023,1/4/2023,Drains,Area/Storm Drain,Completed,Branded Phone Number,Local 619,92122,$447.00,TRUE,2023,1,January,2023,1,January,2
331550384,1/2/2023,1/2/2023,Plumbing,Combo,Completed,Branded Phone Number,Local 619,92101,$476.00,TRUE,2023,1,January,2023,1,January,2
331544625,1/2/2023,1/3/2023,Drains,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92118,$285.00,TRUE,2023,1,January,2023,1,January,2
248891027,1/2/2023,1/6/2023,Drains,Combo,Completed,Branded Phone Number,Local 619,92128,$379.50,TRUE,2023,1,January,2023,1,January,2
59809491,1/2/2023,1/2/2023,HVAC Service,Diagnosis,Completed,Branded Phone Number,Local 619,92069,$0.00,FALSE,2023,1,January,2023,1,January,2
331322929,1/2/2023,1/18/2023,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92110,$19340.75,TRUE,2023,1,January,2023,1,January,2
331233195,1/2/2023,1/4/2023,HVAC Install,Heater New Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92107,$7169.25,TRUE,2023,1,January,2023,1,January,2
326799240,1/2/2023,1/6/2023,HVAC Service,Heater Repair,Completed,Branded Phone Number,Local 619,92108,$87.00,TRUE,2023,1,January,2023,1,January,2
56828949,1/2/2023,1/4/2023,Plumbing,Hose Bib,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE,2023,1,January,2023,1,January,2
94104828,1/2/2023,1/4/2023,Drains,Kitchen Stop,Completed,Branded Phone Number,Local 619,92105,$253.00,TRUE,2023,1,January,2023,1,January,2
31549244,1/2/2023,1/3/2023,Drains,Kitchen Stop,Completed,Branded Phone Number,Local 619,92126,$96.00,TRUE,2023,1,January,2023,1,January,2
44346766,1/2/2023,1/20/2023,Plumbing,Lavatory Faucet,Completed,Branded Phone Number,Local 619,91913,$622.77,TRUE,2023,1,January,2023,1,January,2
31654146,1/2/2023,1/3/2023,Drains,Lavatory Stop,Completed,Branded Phone Number,Local 619,92021,$161.00,TRUE,2023,1,January,2023,1,January,2
31561821,1/2/2023,1/3/2023,Drains,Lavatory Stop,Completed,Branded Phone Number,A1-800-BILL HOWE,92103,$104.00,TRUE,2023,1,January,2023,1,January,2
31635019,1/2/2023,1/5/2023,Drains,Lavatory Stop,Completed,Branded Phone Number,Local 619,92110,$92.00,TRUE,2023,1,January,2023,1,January,2
331544229,1/2/2023,1/3/2023,Drains,Mainline Stop,Completed,Branded Phone Number,Local 619,92020,$0.00,TRUE,2023,1,January,2023,1,January,2
328658727,1/2/2023,1/2/2023,Drains,Mainline Stop,Completed,Branded Phone Number,Local 619,92103,$0.00,FALSE,2023,1,January,2023,1,January,2
99113471,1/2/2023,1/3/2023,Plumbing,Pipe Leak,Completed,Branded Phone Number,A1-800-BILL HOWE,92029,$1100.00,TRUE,2023,1,January,2023,1,January,2
31629132,1/2/2023,1/3/2023,Plumbing,Plumbing Service,Completed,Branded Phone Number,A1-800-BILL HOWE,92064,$500.54,TRUE,2023,1,January,2023,1,January,2
31688759,1/2/2023,1/11/2023,HVAC Service,Preventative Maintenance,Completed,Branded Phone Number,A1-800-BILL HOWE,91945,$188.00,TRUE,2023,1,January,2023,1,January,2
331521958,1/2/2023,1/3/2023,Re-Pipe,Slab Leak,Completed,Branded Phone Number,Local 619,92104,$354.50,TRUE,2023,1,January,2023,1,January,2
31712727,1/2/2023,1/3/2023,Tankless,Tankless Service,Completed,Branded Phone Number,Local 619,92118,$0.00,FALSE,2023,1,January,2023,1,January,2
95387671,1/2/2023,1/10/2023,Drains,Toilet Leak,Completed,Branded Phone Number,A1-800-BILL HOWE,91902,$94.50,FALSE,2023,1,January,2023,1,January,2
31687185,1/2/2023,1/4/2023,Drains,Toilet Leak,Completed,Branded Phone Number,A1-800-BILL HOWE,92103,$208.80,TRUE,2023,1,January,2023,1,January,2
89964805,1/2/2023,1/3/2023,Plumbing,Tub/Shower Faucet,Completed,Branded Phone Number,A1-800-BILL HOWE,92078,$980.00,TRUE,2023,1,January,2023,1,January,2
31616378,1/2/2023,1/4/2023,Plumbing,Tub/Shower Faucet,Completed,Branded Phone Number,Local 619,92118,$0.00,TRUE,2023,1,January,2023,1,January,2
297238319,1/2/2023,1/3/2023,Drains,Tub/Shower Stop,Completed,Branded Phone Number,Local 619,92020,$92.00,TRUE,2023,1,January,2023,1,January,2
31618854,1/2/2023,1/2/2023,Plumbing,Water Heater Install - Residential,Completed,Branded Phone Number,Local 619,92037,$0.00,TRUE,2023,1,January,2023,1,January,2
276312357,1/2/2023,1/5/2023,Plumbing,Water Heater Install - Residential,Completed,Branded Phone Number,Local 619,92124,$0.00,TRUE,2023,1,January,2023,1,January,2
331535013,1/2/2023,1/5/2023,Plumbing,Combo,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine Voice,92108,$122.68,TRUE,2023,1,January,2023,1,January,2
31733652,1/2/2023,1/5/2023,HVAC Service,Diagnosis,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92154,$225.00,TRUE,2023,1,January,2023,1,January,2
302195986,1/2/2023,1/3/2023,Drains,Drain Estimate,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92115,$0.00,TRUE,2023,1,January,2023,1,January,2
331536549,1/2/2023,1/3/2023,Plumbing,Drain Estimate,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92126,$0.00,FALSE,2023,1,January,2023,1,January,2
331551653,1/2/2023,1/3/2023,Drains,Leak Below Kitchen,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92126,$189.00,TRUE,2023,1,January,2023,1,January,2
331522469,1/2/2023,1/3/2023,Plumbing,Pipe Leak,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92083,$0.00,TRUE,2023,1,January,2023,1,January,2
331525797,1/2/2023,1/2/2023,Plumbing,Plumbing Service,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92040,$1384.38,TRUE,2023,1,January,2023,1,January,2
331574309,1/2/2023,1/3/2023,Plumbing,Plumbing Service,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92128,$266.62,TRUE,2023,1,January,2023,1,January,2
95479030,1/2/2023,1/3/2023,Drains,Toilet Stop,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92117,$228.06,TRUE,2023,1,January,2023,1,January,2
31584690,1/2/2023,1/3/2023,Plumbing,Toilet Leak,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92101,$0.00,TRUE,2023,1,January,2023,1,January,2
31571630,1/2/2023,1/3/2023,Drains,Toilet Leak,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92116,$209.61,TRUE,2023,1,January,2023,1,January,2
330602917,1/2/2023,1/4/2023,Drains,Toilet Leak,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92130,$407.72,TRUE,2023,1,January,2023,1,January,2
331555237,1/2/2023,1/4/2023,Drains,Tub/Shower Stop,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine,92110,$0.00,TRUE,2023,1,January,2023,1,January,2
306323273,1/2/2023,1/3/2023,Water Filtration,Water Filtration Install,Completed,Chat/ Online Booking - Schedule Engine,Schedule Engine Voice,92116,$0.00,FALSE,2023,1,January,2023,1,January,2
54682055,1/2/2023,1/12/2023,Drains,Combo,Completed,Direct Web Traffic,Direct Web Traffic,91914,$608.94,TRUE,2023,1,January,2023,1,January,2
42647401,1/2/2023,1/4/2023,Drains,Leak Below Lavatory,Completed,Direct Web Traffic,Direct Web Traffic,92109,$149.00,TRUE,2023,1,January,2023,1,January,2
61040210,1/2/2023,1/4/2023,Drains,Sewer Camera,Completed,Direct Web Traffic,Direct Web Traffic,91914,$189.00,TRUE,2023,1,January,2023,1,January,2
67694710,1/2/2023,1/4/2023,Drains,Toilet Leak,Completed,Email Marketing - ST,NEW HVAC Offer/ Plumbing Customer Drip,92040,$199.65,TRUE,2023,1,January,2023,1,January,2
61772545,1/2/2023,1/3/2023,Plumbing,Angle Stop,Completed,Google Business Profiles,GMB_SanDiego,92154,$0.00,TRUE,2023,1,January,2023,1,January,2
31713527,1/2/2023,1/5/2023,Drains,Disposal,Completed,Google Business Profiles,GMB_SanDiego,92007,$371.99,TRUE,2023,1,January,2023,1,January,2
277382889,1/2/2023,1/2/2023,Drains,Disposal,Completed,Google Business Profiles,GMB_SanDiego,92120,$516.00,TRUE,2023,1,January,2023,1,January,2
31549969,1/2/2023,1/4/2023,Drains,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92037,$0.00,TRUE,2023,1,January,2023,1,January,2
323777300,1/2/2023,1/2/2023,Restoration EMS,EMS Estimate,Completed,Google Business Profiles,GMB_SanDiego,92024,$350.00,TRUE,2023,1,January,2023,1,January,2
315338738,1/2/2023,1/4/2023,Drains,Kitchen Stop,Completed,Google Business Profiles,GMB_SanDiego,92037,$127.00,TRUE,2023,1,January,2023,1,January,2
304603065,1/2/2023,1/2/2023,Drains,Kitchen Stop,Completed,Google Business Profiles,GMB_SanDiego,92122,$392.00,TRUE,2023,1,January,2023,1,January,2
40616331,1/2/2023,1/4/2023,Drains,Laundry Stop,Completed,Google Business Profiles,GMB_SanDiego,92109,$0.00,FALSE,2023,1,January,2023,1,January,2
258063711,1/2/2023,1/4/2023,Drains,Leak Below Lavatory,Completed,Google Business Profiles,GMB_SanDiego,92104,$0.00,TRUE,2023,1,January,2023,1,January,2
85473727,1/2/2023,1/3/2023,Drains,Mainline Stop,Completed,Google Business Profiles,GMB_SanDiego,92067,$149.00,TRUE,2023,1,January,2023,1,January,2
31649038,1/2/2023,1/2/2023,Drains,Mainline Stop,Completed,Google Business Profiles,GMB_SanDiego,92119,$546.00,TRUE,2023,1,January,2023,1,January,2
331525935,1/2/2023,1/11/2023,HVAC Service,Preventative Maintenance,Completed,Google Business Profiles,GMB_SanDiego,92024,$79.00,TRUE,2023,1,January,2023,1,January,2
31635733,1/2/2023,1/5/2023,Drains,Sewer Smell,Completed,Google Business Profiles,GMB_SanDiego,92067,$0.00,FALSE,2023,1,January,2023,1,January,2
331524566,1/2/2023,1/3/2023,Tankless,Tankless Estimate,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,FALSE,2023,1,January,2023,1,January,2
31587745,1/2/2023,1/4/2023,Drains,Toilet Stop,Completed,Google Business Profiles,GMB_SanDiego,92116,$184.00,TRUE,2023,1,January,2023,1,January,2
31623016,1/2/2023,1/4/2023,Drains,Toilet Leak,Completed,Google Business Profiles,GMB_SanDiego,92037,$251.68,TRUE,2023,1,January,2023,1,January,2
331563301,1/2/2023,1/4/2023,Drains,Toilet Leak,Completed,Google Business Profiles,GMB_SanDiego,92037,$213.75,TRUE,2023,1,January,2023,1,January,2
53980134,1/2/2023,1/6/2023,Drains,Toilet Leak,Completed,Google Business Profiles,GMB_SanDiego,92127,$220.23,TRUE,2023,1,January,2023,1,January,2
331564199,1/2/2023,1/2/2023,Plumbing,Tub/Shower Faucet,Completed,Google Business Profiles,GMB_SanDiego,92101,$0.00,TRUE,2023,1,January,2023,1,January,2
31563856,1/2/2023,1/2/2023,Drains,Tub/Shower Stop,Completed,Google Business Profiles,GMB_SanDiego,92108,$777.57,TRUE,2023,1,January,2023,1,January,2
31564045,1/2/2023,1/5/2023,Plumbing,Water Heater Install - Commercial,Completed,Google Business Profiles,GMB_SanDiego,92109,$1700.00,TRUE,2023,1,January,2023,1,January,2
331543742,1/2/2023,1/3/2023,Plumbing,Water Heater Install - Residential,Completed,Google Business Profiles,GMB_SanDiego,92106,$0.00,FALSE,2023,1,January,2023,1,January,2
327858177,1/2/2023,1/5/2023,HVAC Install,Full System Install,Completed,Google LSA,Google Local Services,92154,$0.00,FALSE,2023,1,January,2023,1,January,2
84371441,1/2/2023,1/4/2023,Plumbing,Tub/Shower Faucet,Completed,Google LSA,Google Local Services,92019,$0.00,FALSE,2023,1,January,2023,1,January,2
31556248,1/2/2023,1/12/2023,HVAC Install,Heater New Install,Completed,PPC,Google | Search | Competitor,92110,$8530.25,TRUE,2023,1,January,2023,1,January,2
68247680,1/2/2023,1/3/2023,Drains,Lavatory Stop,Completed,PPC,Google | Search | Competitor,92115,$127.00,TRUE,2023,1,January,2023,1,January,2
331547048,1/2/2023,1/12/2023,HVAC Service,Preventative Maintenance,Completed,PPC,Google | Search | Brand,92009,$79.00,TRUE,2023,1,January,2023,1,January,2
31661962,1/2/2023,1/3/2023,Drains,Toilet Stop,Completed,PPC,Google | Search | Brand,92128,$0.00,FALSE,2023,1,January,2023,1,January,2
330781361,1/2/2023,1/6/2023,Plumbing,Tub/Shower Faucet,Completed,PPC,Google | Search | Competitor,92075,$189.00,TRUE,2023,1,January,2023,1,January,2
31649624,1/2/2023,1/2/2023,Plumbing,Tub/Shower Faucet,Completed,PPC,Google | Search | Competitor,92115,$0.00,FALSE,2023,1,January,2023,1,January,2
31603115,1/2/2023,1/11/2023,Plumbing,Water Heater Install - Residential,Completed,PPC,Google | PMAX | HVAC,92104,$961.21,TRUE,2023,1,January,2023,1,January,2
331547072,1/2/2023,1/9/2023,Plumbing,Plumbing Service,Completed,Repeat Customer,Repeat Customer,92126,$378.00,TRUE,2023,1,January,2023,1,January,2
31564663,1/2/2023,1/9/2023,Lining Install - CA,Sewer Camera,Completed,Repeat Customer,Repeat Customer,92106,$315.00,TRUE,2023,1,January,2023,1,January,2
31694791,1/2/2023,1/5/2023,Drains,Sump Pump,Completed,Repeat Customer,Repeat Customer,92111,$149.00,TRUE,2023,1,January,2023,1,January,2
31641045,1/2/2023,1/3/2023,Restoration RECON,Recon Work per Scope,Completed,Tech referral,Tech Referral,92120,$0.00,FALSE,2023,1,January,2023,1,January,2
289734466,1/2/2023,1/4/2023,Plumbing,Combo,Completed,Website,Website Phone Calls,92025,$221.50,TRUE,2023,1,January,2023,1,January,2
331531185,1/2/2023,1/4/2023,Plumbing,Combo,Completed,Website,Website Phone Calls,92121,$482.57,TRUE,2023,1,January,2023,1,January,2
331524164,1/2/2023,1/3/2023,Restoration EMS,EMS Estimate,Completed,Website,Website Phone Calls,92126,$0.00,TRUE,2023,1,January,2023,1,January,2
100425701,1/2/2023,1/9/2023,HVAC Service,Heater Repair,Completed,Website,Website Phone Calls,92067,$87.00,TRUE,2023,1,January,2023,1,January,2
