Customer ID,Created Date,Completion Date,Invoice Business Unit,Job Type,Job Status,Campaign Category,Campaign,Location Zip,Total,Opportunity
31578504,8/17/2026,8/14/2026,HVAC Install,A/C New Install,Completed,Direct Web Traffic,Direct Web Traffic,92107,$0.00,TRUE
1115670701,8/17/2026,8/13/2026,HVAC Install,A/C New Install,Completed,PPC,Google | Search | Competitor,91914,$0.00,TRUE
31578504,8/18/2026,8/14/2026,HVAC Install,A/C New Install,Completed,Direct Web Traffic,Direct Web Traffic,92107,$0.00,TRUE
50413658,8/18/2026,8/5/2026,HVAC Install,A/C New Install,Completed,Google Business Profiles,GMB_SanDiego,92154,$0.00,TRUE
1119313471,8/18/2026,8/17/2026,HVAC Install,A/C New Install,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92127,$0.00,TRUE
353308077,8/19/2026,,HVAC Install,A/C New Install,Hold,Branded Phone Number,Local 619,91932,$15813.66,TRUE
31699219,8/19/2026,,HVAC Install,A/C New Install,Scheduled,Google Business Profiles,GMB_Poway,92064,$15716.44,TRUE
670674842,8/19/2026,,HVAC Install,A/C New Install,Hold,Direct Mail,2025 New Customer Welcome Direct Mail,92054,$13217.47,TRUE
1127970847,8/19/2026,,HVAC Install,A/C New Install,Hold,PPC,Google | PMAX | HVAC,92106,$15742.16,TRUE
319681123,8/20/2026,8/12/2026,HVAC Install,A/C New Install,Completed,Branded Phone Number,Local 619,91911,$0.00,TRUE
31578504,8/20/2026,8/14/2026,HVAC Install,A/C New Install,Completed,Direct Web Traffic,Direct Web Traffic,92107,$0.00,TRUE
1119313471,8/20/2026,8/17/2026,HVAC Install,A/C New Install,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92127,$0.00,TRUE
1119313471,8/20/2026,8/17/2026,HVAC Install,A/C New Install,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92127,$0.00,TRUE
1119313471,8/20/2026,8/17/2026,HVAC Install,A/C New Install,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92127,$0.00,TRUE
1079791184,8/20/2026,6/26/2026,HVAC Install,A/C New Install,Completed,Branded Phone Number,Local 619,92115,$0.00,TRUE
31537253,8/20/2026,,HVAC Install,A/C New Install,Hold,PPC,Google | Search | Brand,92037,$24167.15,TRUE
31727681,8/21/2026,,HVAC Install,A/C New Install,Hold,PPC,Google | Search | Brand,92024,$19606.26,TRUE
470988472,8/21/2026,,HVAC Install,A/C New Install,Hold,Google Business Profiles,GMB_SanDiego,92009,$93232.17,TRUE
48410722,8/21/2026,,HVAC Install,A/C New Install,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92129,$0.00,TRUE
1122350566,8/10/2026,8/14/2026,HVAC Service,A/C Repair,Completed,Google LSA,Google Local Services,92071,$1002.67,TRUE
31726556,8/10/2026,8/11/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92027,$404.12,TRUE
31715628,8/10/2026,8/11/2026,HVAC Service,A/C Repair,Completed,Organic Search,Google Organic,92127,$0.00,TRUE
910121322,8/10/2026,8/12/2026,HVAC Service,A/C Repair,Completed,Google Business Profiles,GMB_SanDiego,92106,$1999.91,TRUE
1074620599,8/10/2026,8/18/2026,HVAC Service,A/C Repair,Completed,Organic Search,Google Organic,92127,$2619.01,TRUE
31565385,8/11/2026,,HVAC Service,A/C Repair,Hold,Google Business Profiles,GMB_SanDiego,92024,$749.95,TRUE
31563615,8/11/2026,8/6/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92107,$0.00,TRUE
31660444,8/11/2026,8/7/2026,HVAC Service,A/C Repair,Completed,Google Business Profiles,GMB_SanDiego,92107,$0.00,TRUE
31660444,8/11/2026,8/7/2026,HVAC Service,A/C Repair,Completed,Google Business Profiles,GMB_SanDiego,92107,$0.00,TRUE
31660444,8/11/2026,8/7/2026,HVAC Service,A/C Repair,Completed,Google Business Profiles,GMB_SanDiego,92107,$0.00,TRUE
979564417,8/11/2026,8/12/2026,HVAC Service,A/C Repair,Canceled,PPC,Google | PMAX | Plumbing,92118,$0.00,TRUE
347575525,8/11/2026,8/12/2026,HVAC Service,A/C Repair,Completed,External Referral,Referral,92126,$1279.74,TRUE
31726556,8/13/2026,,HVAC Service,A/C Repair,Hold,Branded Phone Number,Local 619,92027,$900.00,TRUE
31719081,8/13/2026,,HVAC Service,A/C Repair,Scheduled,Website,Website Phone Calls,92040,$0.00,TRUE
250350698,8/14/2026,8/14/2026,HVAC Service,A/C Repair,Completed,Outbound SMS,ST Outbound Text Lines,92103,$0.00,FALSE
31675766,8/14/2026,,HVAC Service,A/C Repair,Hold,Email,Legacy Email Marketing Multiple Offers,92020,$275.00,TRUE
101799241,8/14/2026,8/18/2026,HVAC Service,A/C Repair,Completed,Outbound SMS,ST Outbound Text Lines,92078,$1699.00,TRUE
1125502358,8/14/2026,8/14/2026,HVAC Service,A/C Repair,Completed,Google Business Profiles,GMB_SanDiego,92126,$225.00,TRUE
31705914,8/14/2026,8/17/2026,HVAC Service,A/C Repair,Canceled,Branded Phone Number,Local 619,92108,$0.00,FALSE
481028200,8/16/2026,8/16/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,91911,$225.00,TRUE
31720547,8/16/2026,8/16/2026,HVAC Service,A/C Repair,Completed,PPC,Bing | Search | Brand,92037,$702.12,TRUE
67111184,8/16/2026,,HVAC Service,A/C Repair,Scheduled,Yelp,Yelp,92103,$0.00,TRUE
1115959251,8/17/2026,8/17/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92101,$393.75,TRUE
31705914,8/17/2026,,HVAC Service,A/C Repair,Scheduled,Branded Phone Number,Local 619,92108,$1899.91,TRUE
31711238,8/17/2026,8/19/2026,HVAC Service,A/C Repair,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92064,$185.00,TRUE
273106075,8/17/2026,,HVAC Service,A/C Repair,Scheduled,Direct Web Traffic,Direct Web Traffic,92025,$1251.44,TRUE
55593441,8/17/2026,8/18/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92102,$179.88,TRUE
67900127,8/17/2026,8/18/2026,HVAC Service,A/C Repair,Completed,PPC,Google | Search | Brand,92027,$0.00,TRUE
1127431193,8/17/2026,,HVAC Service,A/C Repair,Hold,Direct Web Traffic,Direct Web Traffic,91942,$0.00,TRUE
336340901,8/17/2026,8/18/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$1721.29,TRUE
92283270,8/18/2026,,HVAC Service,A/C Repair,Hold,Branded Phone Number,Local 619,92127,$458.28,TRUE
86409819,8/18/2026,,HVAC Service,A/C Repair,Hold,Direct Web Traffic,Direct Web Traffic,92102,$1587.83,TRUE
677581000,8/18/2026,8/7/2026,HVAC Service,A/C Repair,Completed,PPC,Google | Search | Brand,92106,$0.00,TRUE
31725431,8/18/2026,,HVAC Service,A/C Repair,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92056,$450.00,TRUE
910121322,8/18/2026,,HVAC Service,A/C Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92106,$5773.10,TRUE
94962414,8/18/2026,8/19/2026,HVAC Service,A/C Repair,Canceled,Direct Web Traffic,Direct Web Traffic,92131,$0.00,TRUE
1128059138,8/18/2026,8/19/2026,HVAC Service,A/C Repair,Completed,PPC,Google | Search | Plumbing,92019,$449.68,TRUE
31569049,8/19/2026,,HVAC Service,A/C Repair,Scheduled,PPC,Google | Search | Brand,92108,$79.00,TRUE
31675117,8/19/2026,8/21/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,91942,$427.00,TRUE
31667915,8/19/2026,,HVAC Service,A/C Repair,Scheduled,Branded Phone Number,Local 619,92103,$0.00,TRUE
1128431124,8/19/2026,8/20/2026,HVAC Service,A/C Repair,Canceled,PPC,Google | Search | HVAC,92130,$0.00,TRUE
347575525,8/20/2026,8/12/2026,HVAC Service,A/C Repair,Completed,External Referral,Referral,92126,-$300.00,TRUE
1113660566,8/20/2026,,HVAC Service,A/C Repair,Scheduled,Google LSA,Google Local Services,92120,$404.12,TRUE
1068891158,8/20/2026,,HVAC Service,A/C Repair,Hold,Google Business Profiles,GMB_SanDiego,92067,$1096.10,TRUE
462243735,8/20/2026,8/21/2026,HVAC Service,A/C Repair,Canceled,Yelp,Yelp,92037,$0.00,TRUE
482555246,8/20/2026,8/20/2026,HVAC Service,A/C Repair,Canceled,Google Business Profiles,GMB_SanDiego,92075,$0.00,TRUE
1074620599,8/21/2026,8/18/2026,HVAC Service,A/C Repair,Completed,Organic Search,Google Organic,92127,$0.00,TRUE
94365718,8/21/2026,,HVAC Service,A/C Repair,Hold,PPC,Google | Search | Brand,92127,$0.00,TRUE
977899684,8/21/2026,,HVAC Service,A/C Repair,Scheduled,CSR Outbound,$1 OUTBOUND (use this for out-bounding),91902,$0.00,TRUE
45705726,8/21/2026,8/21/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92071,$1495.74,TRUE
891828782,8/22/2026,,HVAC Service,A/C Repair,Scheduled,Branded Phone Number,Local 619,92057,$0.00,TRUE
31692970,8/22/2026,8/22/2026,HVAC Service,A/C Repair,Completed,PPC,Google | Search | Brand,92104,$610.35,TRUE
31546057,8/22/2026,8/23/2026,HVAC Service,A/C Repair,Completed,Organic Search,Google Organic,92128,$544.01,TRUE
94908466,8/22/2026,,HVAC Service,A/C Repair,Scheduled,PPC,Google | PMAX | Drains,92104,$0.00,TRUE
1129267163,8/23/2026,,HVAC Service,A/C Repair,Scheduled,Google Business Profiles,GMB_SanDiego,91942,$0.00,TRUE
31684340,8/23/2026,8/23/2026,HVAC Service,A/C Repair,Completed,Google LSA,Google Local Services,92129,$807.67,TRUE
63527852,8/23/2026,8/23/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,Local 619,92128,$225.00,TRUE
1129268077,8/23/2026,,HVAC Service,A/C Repair,Scheduled,PPC,Google | Search | HVAC,92127,$0.00,TRUE
96788441,8/23/2026,,HVAC Service,A/C Repair,Scheduled,PPC,Google | Search | Brand,92104,$0.00,TRUE
1129266720,8/23/2026,,HVAC Service,A/C Repair,Scheduled,Yelp,Yelp,92120,$0.00,TRUE
59258237,8/23/2026,8/23/2026,HVAC Service,A/C Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92119,$0.00,TRUE
306051877,8/10/2026,8/11/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Brand,92129,$451.50,TRUE
31659314,8/10/2026,8/11/2026,Plumbing Service,Angle Stop,Completed,Organic Search,Google Organic,92101,$524.00,TRUE
223879,8/10/2026,8/12/2026,Plumbing Service,Angle Stop,Completed,Branded Phone Number,Local 619,92116,$276.92,TRUE
45915111,8/12/2026,8/18/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Brand,92109,$651.00,TRUE
1124937182,8/13/2026,8/13/2026,Plumbing Service,Angle Stop,Completed,Direct Web Traffic,Direct Web Traffic,91902,$299.00,TRUE
31661196,8/13/2026,8/13/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Brand,92116,$0.00,TRUE
1125046366,8/13/2026,8/14/2026,Plumbing Service,Angle Stop,Completed,Direct Web Traffic,Direct Web Traffic,92110,$1149.00,TRUE
31659314,8/13/2026,8/11/2026,Plumbing Service,Angle Stop,Completed,Organic Search,Google Organic,92101,$0.00,TRUE
406122012,8/14/2026,,Plumbing Service,Angle Stop,Hold,,Memberships due for Service,92130,$526.00,TRUE
1125520990,8/15/2026,8/15/2026,Plumbing Service,Angle Stop,Completed,Uncategorized,Uncategorized,92037,$963.45,TRUE
1125572763,8/15/2026,8/15/2026,Plumbing Service,Angle Stop,Completed,Google LSA,Google Local Services,92130,$301.00,TRUE
66085122,8/16/2026,8/17/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Plumbing,92103,$652.50,TRUE
223879,8/17/2026,8/12/2026,Plumbing Service,Angle Stop,Completed,Branded Phone Number,Local 619,92116,$0.00,TRUE
1127424484,8/18/2026,8/18/2026,Plumbing Service,Angle Stop,Canceled,Google Business Profiles,GMB_SanDiego,92124,$0.00,TRUE
31727443,8/18/2026,8/18/2026,Plumbing Service,Angle Stop,Completed,Yelp,Yelp,92071,$269.10,TRUE
45915111,8/18/2026,8/18/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Brand,92109,$0.00,FALSE
1127629435,8/19/2026,,Plumbing Service,Angle Stop,Hold,PPC,Google | Search | Plumbing,92108,$1140.00,TRUE
89583325,8/19/2026,8/19/2026,Plumbing Service,Angle Stop,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$175.00,TRUE
311877414,8/20/2026,8/20/2026,Plumbing Service,Angle Stop,Completed,PPC,Google | Search | Brand,92106,$669.00,TRUE
479618807,8/21/2026,,Plumbing Service,Angle Stop,In Progress,,rebecca test,92123,$0.00,TRUE
31651671,8/22/2026,8/22/2026,Plumbing Service,Angle Stop,Completed,Branded Phone Number,A1-800-BILL HOWE,91902,$535.95,TRUE
31604746,8/23/2026,,Plumbing Service,Angle Stop,Scheduled,Branded Phone Number,Local 619,92121,$0.00,TRUE
356450321,8/12/2026,8/18/2026,Plumbing Service,Area/Storm Drain,Completed,Google Business Profiles,GMB_SanDiego,92122,$0.00,TRUE
31535661,8/12/2026,8/13/2026,Plumbing Service,Area/Storm Drain,Completed,Branded Phone Number,A1-800-BILL HOWE,92130,$438.84,TRUE
273369149,8/13/2026,8/13/2026,Plumbing Service,Area/Storm Drain,Completed,Branded Phone Number,Local 619,92131,$0.00,TRUE
31676553,8/18/2026,8/18/2026,Plumbing Service,Area/Storm Drain,Completed,Google Business Profiles,GMB_SanDiego,92069,$477.00,TRUE
31702540,8/21/2026,,Plumbing Service,Area/Storm Drain,Scheduled,Email,Legacy Email Marketing Multiple Offers,92037,$0.00,TRUE
1125172190,8/13/2026,8/14/2026,Plumbing Sales,Backflow Install Estimate,Completed,Google Business Profiles,GMB_SanDiego,91910,$0.00,TRUE
1125559904,8/15/2026,8/17/2026,Plumbing Sales,Backflow Install Estimate,Completed,Yelp,Yelp,92131,$0.00,FALSE
93423045,8/10/2026,8/20/2026,Plumbing Service,Backflow Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92108,$5642.00,TRUE
31720146,8/10/2026,8/11/2026,Plumbing Service,Backflow Repair,Completed,Direct Web Traffic,Direct Web Traffic,92119,$0.00,FALSE
31720146,8/10/2026,8/10/2026,Plumbing Service,Backflow Repair,Completed,Direct Web Traffic,Direct Web Traffic,92119,$7600.00,TRUE
31720146,8/10/2026,8/10/2026,Plumbing Service,Backflow Repair,Canceled,Direct Web Traffic,Direct Web Traffic,92119,$0.00,FALSE
31652272,8/11/2026,8/11/2026,Plumbing Service,Backflow Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92115,$0.00,FALSE
31720146,8/11/2026,8/11/2026,Plumbing Service,Backflow Repair,Completed,Direct Web Traffic,Direct Web Traffic,92119,$0.00,TRUE
63259777,8/11/2026,8/11/2026,Plumbing Service,Backflow Repair,Completed,PPC,Google | Search | Brand,92067,$9120.00,TRUE
270412566,8/11/2026,8/20/2026,Plumbing Service,Backflow Repair,Completed,Branded Phone Number,Local 619,92103,$478.00,TRUE
1124652303,8/12/2026,8/12/2026,Plumbing Service,Backflow Repair,Completed,Google LSA,Google Local Services,92064,$679.10,TRUE
31663047,8/13/2026,8/14/2026,Plumbing Service,Backflow Repair,Completed,PPC,Bing | Search | Brand,92106,$2939.00,TRUE
31636722,8/13/2026,,Plumbing Service,Backflow Repair,Scheduled,Direct Web Traffic,Direct Web Traffic,92101,$1488.00,TRUE
31733408,8/13/2026,,Plumbing Service,Backflow Repair,Hold,Google Business Profiles,GMB_SanDiego,92113,$0.00,TRUE
31733408,8/13/2026,,Plumbing Service,Backflow Repair,Hold,Google Business Profiles,GMB_SanDiego,92113,$1430.00,TRUE
31734620,8/14/2026,,Plumbing Maintenance,Backflow Repair,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92014,$491.00,TRUE
319540277,8/15/2026,8/17/2026,Plumbing Service,Backflow Repair,Completed,Yelp,Yelp,92118,$493.00,TRUE
54472817,8/17/2026,8/17/2026,Plumbing Service,Backflow Repair,Completed,Branded Phone Number,Local 619,92105,$0.00,FALSE
1125559904,8/18/2026,8/18/2026,Plumbing Service,Backflow Repair,Completed,Yelp,Yelp,92131,$1900.00,TRUE
93500057,8/18/2026,,Plumbing Service,Backflow Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92025,$1924.00,TRUE
31715776,8/20/2026,8/21/2026,Plumbing Service,Backflow Repair,Completed,Branded Phone Number,Local 619,92083-8230,$0.00,TRUE
319320596,8/20/2026,,Plumbing Service,Backflow Repair,Scheduled,PPC,Google | Search | Brand,92103,$439.76,TRUE
95877126,8/21/2026,,Plumbing Maintenance,Backflow Repair,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92103,$540.00,TRUE
31704092,8/21/2026,8/21/2026,Plumbing Service,Backflow Repair,Completed,PPC,Google | Search | Brand,92024,$979.00,TRUE
319540277,8/21/2026,8/21/2026,Plumbing Service,Backflow Repair,Completed,Yelp,Yelp,92118,$0.00,FALSE
310672195,8/21/2026,,Plumbing Service,Backflow Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92104,$536.00,TRUE
50819834,8/10/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,92127,$0.00,TRUE
31720146,8/11/2026,8/19/2026,Plumbing Maintenance,Backflow Test,Completed,Direct Web Traffic,Direct Web Traffic,92119,$104.00,TRUE
31581855,8/11/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Google Business Profiles,GMB_SanDiego,92037,$0.00,TRUE
313107486,8/11/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Google Business Profiles,GMB_SanDiego,92109,$0.00,TRUE
64370165,8/11/2026,8/17/2026,Plumbing Maintenance,Backflow Test,Completed,PPC,Google | Search | Brand,92009,$208.00,TRUE
63259777,8/11/2026,8/18/2026,Plumbing Maintenance,Backflow Test,Completed,PPC,Google | Search | Brand,92067,$0.00,TRUE
1124444821,8/11/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Google Business Profiles,GMB_SanDiego,92127,$0.00,TRUE
287551465,8/11/2026,,Plumbing Maintenance,Backflow Test,Scheduled,PPC,Google Legacy Campaigns,92115,$0.00,TRUE
483305576,8/12/2026,8/19/2026,Plumbing Maintenance,Backflow Test,Completed,Branded Phone Number,Local 619,92107,$104.00,TRUE
31654008,8/12/2026,8/19/2026,Plumbing Maintenance,Backflow Test,Completed,PPC,Google | Search | Brand,92121,$104.00,TRUE
293054126,8/13/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,91915,$0.00,TRUE
31663047,8/14/2026,,Plumbing Maintenance,Backflow Test,Hold,PPC,Bing | Search | Brand,92106,$0.00,TRUE
1116114973,8/14/2026,7/29/2026,Plumbing Maintenance,Backflow Test,Completed,Branded Phone Number,Local 619,92057,-$12.70,TRUE
669916725,8/14/2026,,Plumbing Maintenance,Backflow Test,Scheduled,PPC,Google | Search | Brand,92115,$0.00,TRUE
31707491,8/17/2026,,Plumbing Maintenance,Backflow Test,Scheduled,PPC,Google | Search | Brand,92121,$0.00,TRUE
982691638,8/18/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,92010,$0.00,TRUE
56641716,8/18/2026,7/15/2026,Plumbing Maintenance,Backflow Test,Completed,Branded Phone Number,Local 619,92020,$0.00,TRUE
31649875,8/18/2026,8/12/2026,Plumbing Maintenance,Backflow Test,Completed,Google Business Profiles,GMB_SanDiego,91942,$0.00,TRUE
1125559904,8/18/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Yelp,Yelp,92131,$0.00,TRUE
370500573,8/19/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92107,$0.00,TRUE
273012454,8/19/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,92102,$0.00,TRUE
977537776,8/19/2026,,Plumbing Maintenance,Backflow Test,Hold,Google Business Profiles,GMB_SanDiego,92024,$0.00,TRUE
1115180558,8/20/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,92101,$478.00,TRUE
1128466734,8/20/2026,,Plumbing Maintenance,Backflow Test,Hold,Google LSA,Google Local Services,92127,$0.00,TRUE
1128594846,8/20/2026,8/20/2026,Plumbing Maintenance,Backflow Test,Completed,Branded Phone Number,Local 619,92104,$104.00,TRUE
42647401,8/20/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,91941,$0.00,TRUE
93352069,8/21/2026,,Plumbing Maintenance,Backflow Test,Scheduled,PPC,Google | Search | Brand,92020,$0.00,TRUE
31731370,8/21/2026,,Plumbing Maintenance,Backflow Test,Scheduled,Branded Phone Number,Local 619,91911,$0.00,TRUE
31537305,8/10/2026,8/10/2026,Plumbing Service,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92101,$144.00,TRUE
63317010,8/10/2026,8/10/2026,Plumbing Service,Combo,Completed,PPC,Google | Search | Brand,92117,$500.00,TRUE
92720450,8/10/2026,8/11/2026,Plumbing Service,Combo,Completed,Organic Search,Google Organic,92111,$0.00,FALSE
31660442,8/10/2026,8/17/2026,Plumbing Service,Combo,Completed,Google Business Profiles,GMB_SanDiego,92067,$2398.00,TRUE
31593848,8/10/2026,8/4/2026,Plumbing Service,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,-$102.00,TRUE
58671473,8/10/2026,8/11/2026,Plumbing Service,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92105,$644.00,TRUE
1124142942,8/11/2026,,Plumbing Service,Combo,Hold,Sameday AI,Sameday AI,92101,$0.00,TRUE
31586318,8/11/2026,7/30/2026,Plumbing Service,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92007,$0.00,TRUE
285966011,8/11/2026,8/12/2026,Plumbing Service,Combo,Completed,Email,Legacy Email Marketing Multiple Offers,92020,$0.00,TRUE
57942815,8/11/2026,8/6/2026,Plumbing Service,Combo,Completed,Website,Website Phone Calls,91915,$0.00,TRUE
258142252,8/11/2026,8/14/2026,Plumbing Service,Combo,Completed,Branded Phone Number,A1-800-BILL HOWE,92119,$102.00,TRUE
92720450,8/11/2026,8/17/2026,Plumbing Service,Combo,Completed,PPC,Google | Search | Brand,92111,$886.00,TRUE
896523480,8/12/2026,8/12/2026,Plumbing Service,Combo,Completed,PPC,Google | PMAX | Drains,92118,$0.00,TRUE
31624789,8/12/2026,8/17/2026,Plumbing Service,Combo,Completed,Organic Search,Google Organic,92111,$5759.04,TRUE
674433419,8/12/2026,8/13/2026,Plumbing Service,Combo,Completed,Branded Phone Number,Local 619,92102,$0.00,TRUE
31560686,8/12/2026,8/19/2026,Plumbing Service,Combo,Completed,Branded Phone Number,Local 619,92128,$745.00,TRUE
61751957,8/13/2026,,Plumbing Service,Combo,Hold,Sameday AI,Sameday AI,92019,$0.00,TRUE
31582588,8/13/2026,8/13/2026,Plumbing Service,Combo,Completed,Branded Phone Number,Local 619,92037,$632.00,TRUE
31719054,8/13/2026,8/13/2026,Plumbing Service,Combo,Completed,Yelp,Yelp,92104,$384.00,TRUE
1080075614,8/13/2026,8/11/2026,Plumbing Service,Combo,Completed,Organic Search,Google Organic,92119,$0.00,TRUE
65973824,8/13/2026,8/14/2026,Plumbing Service,Combo,Completed,Google Business Profiles,GMB_SanDiego,92116,$85.00,TRUE
1122349996,8/14/2026,8/8/2026,Plumbing Service,Combo,Completed,Google LSA,Google Local Services,92118,-$250.00,TRUE
