,,Customer ID,Created Date,Completion Date,Invoice Business Unit,Job Type,Job Status,Campaign Category,Campaign,Location Zip,Total,Opportunity
,,31671540,8/25/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,1126789003,8/25/2026,,HVAC Install,Full System Install,Scheduled,PPC,Google | PMAX | HVAC,92122,$20799.51,TRUE
,,95044374,8/25/2026,8/21/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92130,$0.00,TRUE
,,474249578,8/25/2026,8/7/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92069,$0.00,TRUE
,,31661897,8/26/2026,,HVAC Install,Full System Install,Scheduled,Branded Phone Number,Local 619,92107,$38633.33,TRUE
,,1130167846,8/27/2026,,HVAC Install,Full System Install,Scheduled,PPC,Google | Search | HVAC,92126,$20157.00,TRUE
,,31710523,8/27/2026,,HVAC Install,Full System Install,Hold,Google Business Profiles,GMB_SanDiego,91942,$34610.30,TRUE
,,31644293,8/27/2026,,HVAC Install,Full System Install,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92103,$12921.64,TRUE
,,407872013,8/27/2026,,HVAC Install,Full System Install,Scheduled,Email Marketing - ST,Legacy Email Marketing - Restoration,92115,$16837.00,TRUE
,,1115852365,8/27/2026,8/7/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92117,-$375.00,TRUE
,,474249578,8/28/2026,8/7/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92069,$0.00,TRUE
,,475729526,8/28/2026,9/16/2025,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92091,$0.00,FALSE
,,335907137,8/28/2026,8/26/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | HVAC,92011,$0.00,TRUE
,,31671540,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,95044374,8/28/2026,8/21/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92130,$0.00,TRUE
,,31536218,8/28/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,31671540,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,31671540,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,31565414,8/28/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,95044374,8/28/2026,8/21/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92130,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,1119059939,8/28/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,8/28/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,1119059939,8/28/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,8/28/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,31671540,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,31671540,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,902469128,8/28/2026,8/11/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92064,$17500.00,TRUE
,,1113625297,8/28/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,31676377,8/31/2026,,HVAC Install,Full System Install,Scheduled,PPC,Google | Search | Brand,92101,$12482.62,TRUE
,,89402750,8/31/2026,8/11/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92064,$0.00,TRUE
,,1130986544,8/31/2026,,HVAC Install,Full System Install,Scheduled,Google Business Profiles,GMB_Poway,92064,$14155.45,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,31536218,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,31565414,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,31536218,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,335907137,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | HVAC,92011,$0.00,TRUE
,,31565414,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,31565414,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,1074980840,8/31/2026,8/12/2026,HVAC Install,Full System Install,Completed,Outbound SMS,ST Outbound Text Lines,91945,$0.00,TRUE
,,31536218,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,291569130,8/31/2026,,HVAC Install,Full System Install,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92126,$17555.30,TRUE
,,1113625297,8/31/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,910897954,8/31/2026,8/12/2026,HVAC Install,Full System Install,Completed,External Referral,Referral,92064,$0.00,TRUE
,,31691647,8/31/2026,,HVAC Install,Full System Install,Hold,Sameday AI,Sameday AI,92111,$19345.03,TRUE
,,1105490162,8/31/2026,7/31/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92064,$0.00,TRUE
,,335907137,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | HVAC,92011,$0.00,TRUE
,,31565414,8/31/2026,8/26/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,1115959251,8/31/2026,8/14/2026,HVAC Install,Full System Install,Completed,Sameday AI,Sameday AI,92101,$0.00,TRUE
,,31671540,8/31/2026,8/24/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,1119059939,8/31/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,902469128,8/31/2026,7/31/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,Local 619,92065,$31743.95,TRUE
,,1119059939,9/1/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119059939,9/1/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,1119610822,9/1/2026,8/28/2026,HVAC Install,Full System Install,Completed,Sameday AI,Sameday AI,92067,$0.00,TRUE
,,1113625297,9/1/2026,8/24/2026,HVAC Install,Full System Install,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,331525935,9/2/2026,,HVAC Install,Full System Install,Scheduled,PPC,Google | Search | Brand,92024,$24057.38,TRUE
,,1131339322,9/2/2026,,HVAC Install,Full System Install,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92075,$22552.29,TRUE
,,902469128,9/2/2026,8/26/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | HVAC,92011,$14582.67,TRUE
,,31648836,9/3/2026,,HVAC Install,Full System Install,Hold,Google Business Profiles,GMB_SanDiego,92101,$18534.41,TRUE
,,1119610822,9/3/2026,8/28/2026,HVAC Install,Full System Install,Completed,Sameday AI,Sameday AI,92067,$0.00,TRUE
,,100705899,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92064,$0.00,TRUE
,,1119610822,9/3/2026,8/28/2026,HVAC Install,Full System Install,Completed,Sameday AI,Sameday AI,92067,$0.00,TRUE
,,1119059939,9/3/2026,8/27/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92054,$0.00,TRUE
,,683453007,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Plumbing,92078,$0.00,TRUE
,,683453007,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Plumbing,92078,$0.00,TRUE
,,46286618,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
,,46286618,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
,,683453007,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Plumbing,92078,$0.00,TRUE
,,683453007,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Plumbing,92078,$0.00,TRUE
,,374923045,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92101,$0.00,TRUE
,,100705899,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92064,$0.00,TRUE
,,100705899,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92064,$0.00,TRUE
,,902469128,9/3/2026,8/7/2026,HVAC Install,Full System Install,Completed,Direct Web Traffic,Direct Web Traffic,92117,$21085.40,TRUE
,,46286618,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
,,100705899,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92064,$0.00,TRUE
,,100705899,9/3/2026,9/2/2026,HVAC Install,Full System Install,Completed,Google Business Profiles,GMB_SanDiego,92064,$0.00,TRUE
,,46286618,9/3/2026,9/1/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
,,349923706,9/4/2026,,HVAC Install,Full System Install,Hold,PPC,Google | Search | Brand,92009,$18870.88,TRUE
,,374923045,9/4/2026,9/2/2026,HVAC Install,Full System Install,Completed,PPC,Google | Search | Brand,92101,$0.00,TRUE
,,46286618,9/4/2026,9/1/2026,HVAC Install,Full System Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
,,31652250,9/4/2026,,HVAC Install,Full System Install,Hold,PPC,Google | Search | Brand,92124,$17389.55,TRUE
,,,,,109,109,109,109,109,,$392947.83,
,Job Type: Heater New Install,,,,,,,,,,,
,,1089437292,8/24/2026,7/22/2026,HVAC Install,Heater New Install,Completed,Google Business Profiles,GMB_SanDiego,92103,$0.00,TRUE
,,1073276810,8/28/2026,8/21/2026,HVAC Install,Heater New Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92011,$0.00,TRUE
,,979490189,8/31/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,1126788902,8/31/2026,8/28/2026,HVAC Install,Heater New Install,Completed,PPC,Google | Search | Brand,92091,$0.00,TRUE
,,979490189,8/31/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,1073276810,8/31/2026,8/21/2026,HVAC Install,Heater New Install,Completed,Branded Phone Number,A1-800-BILL HOWE,92011,$0.00,TRUE
,,979490189,9/1/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,979490189,9/1/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,979490189,9/3/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,979490189,9/3/2026,8/28/2026,HVAC Install,Heater New Install,Completed,Google LSA,Google Local Services,92117,$0.00,TRUE
,,,,,10,10,10,10,10,,$0.00,
,Job Type: Hvac Recall/Warranty,,,,,,,,,,,
,,467220553,8/24/2026,8/21/2026,HVAC Install,Hvac Recall/Warranty,Completed,Website,Website Phone Calls,92009,$0.00,TRUE
,,333495461,8/24/2026,8/14/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92025,$0.00,TRUE
,,1115852365,8/24/2026,8/18/2026,HVAC Install,Hvac Recall/Warranty,Completed,Direct Web Traffic,Direct Web Traffic,92117,$0.00,TRUE
,,366608823,8/24/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92118,$0.00,TRUE
,,1113625297,8/25/2026,8/26/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,31574511,8/25/2026,8/20/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92110,$0.00,TRUE
,,467220553,8/25/2026,8/21/2026,HVAC Install,Hvac Recall/Warranty,Completed,Website,Website Phone Calls,92009,$0.00,TRUE
,,1100364527,8/25/2026,,HVAC Install,Hvac Recall/Warranty,Scheduled,PPC,Google | Search | Brand,92115,$0.00,TRUE
,,31671619,8/26/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92128,$0.00,TRUE
,,1118299358,8/26/2026,8/29/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | HVAC,91942,$0.00,TRUE
,,31597426,8/27/2026,,HVAC Install,Hvac Recall/Warranty,Hold,Branded Phone Number,Local 619,92123,$0.00,TRUE
,,335907137,8/27/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | HVAC,92011,$0.00,TRUE
,,486558256,8/27/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Canceled,Google Business Profiles,GMB_SanDiego,92109,$0.00,TRUE
,,31596959,8/27/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Direct Web Traffic,Direct Web Traffic,92130,$0.00,TRUE
,,474249578,8/28/2026,9/4/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92069,$0.00,TRUE
,,1074980840,8/28/2026,8/27/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,91945,$0.00,TRUE
,,31596959,8/28/2026,9/3/2026,HVAC Install,Hvac Recall/Warranty,Completed,Direct Web Traffic,Direct Web Traffic,92130,$0.00,TRUE
,,1119610822,8/29/2026,9/1/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92067,$0.00,TRUE
,,31713311,8/31/2026,8/25/2026,HVAC Install,Hvac Recall/Warranty,Completed,Organic Search,Google Organic,92106,$0.00,TRUE
,,321631922,8/31/2026,8/25/2026,HVAC Install,Hvac Recall/Warranty,Completed,Google LSA,Google Local Services,91942,$0.00,TRUE
,,1097370018,8/31/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92021,$0.00,TRUE
,,31713311,8/31/2026,8/25/2026,HVAC Install,Hvac Recall/Warranty,Completed,Organic Search,Google Organic,92106,$0.00,TRUE
,,1113625297,8/31/2026,8/26/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | PMAX | Plumbing,92008,$0.00,TRUE
,,675237611,8/31/2026,8/24/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92104,$0.00,TRUE
,,31619651,9/1/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,31619651,9/1/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,31619651,9/1/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,1097370018,9/1/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92021,$0.00,TRUE
,,1097370018,9/1/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92021,$0.00,TRUE
,,1097370018,9/1/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92021,$0.00,TRUE
,,1097370018,9/1/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92021,$0.00,TRUE
,,31625556,9/1/2026,,HVAC Install,Hvac Recall/Warranty,Scheduled,PPC,Google | Search | Brand,92130,$0.00,TRUE
,,335907137,9/2/2026,8/28/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | HVAC,92011,$0.00,TRUE
,,96788441,9/3/2026,9/4/2026,HVAC Install,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92104,$0.00,TRUE
,,31619651,9/3/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,31619651,9/3/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,31619651,9/3/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92024,$0.00,TRUE
,,266023073,9/3/2026,8/10/2026,HVAC Install,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92131,-$2778.17,FALSE
,,31671619,9/3/2026,8/31/2026,HVAC Install,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92128,$0.00,TRUE
,,1093196671,9/4/2026,,HVAC Install,Hvac Recall/Warranty,Hold,Branded Phone Number,A1-800-BILL HOWE,91941,$0.00,TRUE
,,31574511,9/4/2026,,HVAC Install,Hvac Recall/Warranty,Hold,Branded Phone Number,Local 619,92110,$0.00,TRUE
,,,,,41,41,41,41,41,,-$2778.17,
,Job Type: HVAC Remove/Reinstall,,,,,,,,,,,
,,487202285,8/24/2026,,HVAC Install,HVAC Remove/Reinstall,Hold,PPC,Google | PMAX | HVAC,92014,$1260.00,TRUE
,,31731569,9/4/2026,,HVAC Install,HVAC Remove/Reinstall,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92037,$3112.89,TRUE
,,,,,2,2,2,2,2,,$4372.89,
,Job Type: Job Walk,,,,,,,,,,,
,,1108520408,8/24/2026,8/25/2026,HVAC Install,Job Walk,Completed,Branded Phone Number,Local 619,92056,$0.00,FALSE
,,31661897,8/26/2026,8/27/2026,HVAC Install,Job Walk,Completed,Branded Phone Number,Local 619,92107,$0.00,FALSE
,,1117873413,8/28/2026,,HVAC Install,Job Walk,In Progress,Branded Phone Number,Local 619,92101,$0.00,FALSE
